2014-03-26T02:17:13 12
2014-03-26T02:18:13 12.2
2014-03-26T02:19:13 12.9
2014-03-26T02:20:13 13.6
2014-03-26T02:21:14 14.3
2014-03-26T02:22:14 15.0
2014-03-26T02:23:14 15.8
2014-03-26T02:24:15 16.6
2014-03-26T02:25:15 17.4
2014-03-26T02:26:15 18.5
2014-03-26T02:27:16 20.0
2014-03-26T02:28:16 21.1
2014-03-26T02:29:16 21.3
2014-03-26T02:30:16 21.4
2014-03-26T02:31:17 21.2
2014-03-26T02:32:17 21.6
2014-03-26T02:33:17 21.4
2014-03-26T02:34:18 21.5
2014-03-26T02:35:18 21.0
2014-03-26T02:36:18 20.7
2014-03-26T02:37:18 20.3
2014-03-26T02:38:19 20.0
2014-03-26T02:39:19 19.8
2014-03-26T02:40:19 19.6
2014-03-26T02:41:19 19.4
2014-03-26T02:42:20 19.1
2014-03-26T02:43:20 18.5
2014-03-26T02:44:21 18.2
2014-03-26T02:45:21 17.8
2014-03-26T02:46:21 17.3
2014-03-26T02:47:22 16.7
2014-03-26T02:48:22 16.2
2014-03-26T02:49:22 15.9
2014-03-26T02:50:23 15.6
2014-03-26T02:51:23 15.0
2014-03-26T02:52:24 14.7
2014-03-26T02:53:24 14.2
2014-03-26T02:54:24 13.8
2014-03-26T02:55:25 13.5
2014-03-26T02:56:25 13.2
2014-03-26T02:57:25 12.8
2014-03-26T02:58:26 12.6
2014-03-26T02:59:26 12.4
2014-03-26T03:00:27 12.1
2014-03-26T03:01:27 12.0
